0.161 0.146  -0.284 0.204
0.161 0.218  -0.209 0.209
0.403 0.160  -0.218 0.442
0.005 0.114  -0.350 0.069
0.393 0.311  -0.072 0.476
0.209 0.189  -0.233 0.239
0.130 0.109  -0.336 0.179
0.446 0.031  -0.360 0.436
0.091 0.230  -0.202 0.149
0.078 0.104  -0.348 0.132
0.508 0.273  -0.095 0.586
0.298 0.296  -0.112 0.348
0.008 0.304  -0.144 0.071
-0.239 -0.282  -0.664 -0.259
-0.623 -0.201  -0.606 -0.565
-0.249 -0.028  -0.411 -0.314
-0.143 -0.282  -0.676 -0.195
-0.179 -0.077  -0.465 -0.261
-0.264 0.074  -0.301 -0.351
-0.117 -0.034  -0.451 -0.199
-0.591 -0.242  -0.629 -0.517
-0.485 -0.006  -0.400 -0.528
-0.540 0.092  -0.264 -0.650
-0.523 -0.032  -0.408 -0.557
-0.607 -0.126  -0.541 -0.584
-0.123 -0.087  -0.502 -0.201
-0.293 0.078  -0.293 -0.387
-0.620 -0.163  -0.571 -0.574
-0.393 -0.127  -0.514 -0.397
-0.299 -0.005  -0.393 -0.365
-0.156 -0.255  -0.644 -0.202
-0.078 0.083  -0.325 -0.201
-0.434 -0.316  -0.678 -0.364
-0.580 -0.041  -0.448 -0.617
-0.331 -0.043  -0.437 -0.371
-0.054 -0.252  -0.661 -0.146
-0.709 -0.087  -0.396 -0.727
-0.276 -0.164  -0.557 -0.299
-0.476 0.035  -0.367 -0.534
-0.690 -0.100  -0.367 -0.713
-0.383 0.074  -0.295 -0.468
-0.667 -0.072  -0.491 -0.692
-0.403 0.097  -0.261 -0.494
-0.041 -0.097  -0.499 -0.152
-0.472 -0.285  -0.676 -0.383
-0.296 0.083  -0.288 -0.400
-0.115 0.091  -0.302 -0.238
-0.321 -0.054  -0.462 -0.373
-0.640 -0.087  -0.491 -0.653
-0.396 -0.244  -0.640 -0.367
-0.491 -0.006  -0.382 -0.531
-0.588 0.086  -0.276 -0.689
-0.693 -0.115  -0.515 -0.678
-0.632 -0.008  -0.403 -0.698
-0.449 0.097  -0.290 -0.535
-0.650 -0.195  -0.604 -0.595
-0.623 -0.058  -0.454 -0.666
-0.724 -0.048  -0.488 -0.742
-0.373 0.035  -0.348 -0.443
-0.451 -0.130  -0.514 -0.463
-0.244 0.094  -0.313 -0.339
-0.710 -0.035  -0.434 -0.752
-0.394 -0.201  -0.572 -0.388
-0.531 -0.129  -0.509 -0.523
-0.252 -0.328  -0.710 -0.259
-0.152 0.023  -0.397 -0.258
-0.143 -0.152  -0.551 -0.218
-0.472 0.097  -0.290 -0.558
-0.413 -0.324  -0.715 -0.342
-0.336 0.124  -0.310 -0.153
-0.661 0.051  -0.347 -0.739
-0.278 0.094  -0.313 -0.370
-0.270 0.117  -0.285 -0.344
-0.272 -0.275  -0.673 -0.282
-0.670 0.091  -0.319 -0.782
-0.420 -0.314  -0.703 -0.351
-0.183 -0.192  -0.586 -0.238
-0.130 0.120  -0.311 -0.233
-0.383 -0.003  -0.393 -0.460
-0.393 -0.087  -0.483 -0.405
-0.052 -0.192  -0.603 -0.149
-0.241 -0.118  -0.512 -0.301
-0.314 0.092  -0.288 -0.396
-0.385 -0.124  -0.534 -0.382
-0.258 -0.242  -0.649 -0.267
-0.549 0.038  -0.344 -0.614
-0.565 -0.120  -0.514 -0.548
-0.607 0.083  -0.316 -0.695
-0.606 0.005  -0.423 -0.658
-0.342 0.067  -0.325 -0.419
-0.143 -0.331  -0.727 -0.204
-0.377 0.037  -0.368 -0.431
-0.560 -0.003  -0.396 -0.609
-0.287 -0.089  -0.486 -0.356
-0.512 -0.285  -0.683 -0.445
-0.440 -0.087  -0.491 -0.453
-0.479 0.035  -0.367 -0.549
-0.611 -0.006  -0.396 -0.673
-0.457 -0.202  -0.584 -0.436
-0.244 -0.043  -0.459 -0.310
-0.522 -0.172  -0.583 -0.495
-0.403 0.097  -0.270 -0.486
-0.451 0.126  -0.259 -0.529
-0.650 0.092  -0.305 -0.752
-0.393 0.086  -0.305 -0.469
-0.221 0.110  -0.304 -0.311
-0.193 0.048  -0.362 -0.302
-0.210 -0.242  -0.632 -0.253
-0.465 -0.172  -0.584 -0.439
-0.730 -0.291  -0.726 -0.563
-0.250 0.124  -0.270 -0.353
-0.072 0.074  -0.347 -0.172
-0.440 0.034  -0.341 -0.497
-0.497 -0.282  -0.686 -0.425
-0.499 -0.212  -0.617 -0.456
-0.175 -0.086  -0.503 -0.255
-0.558 -0.051  -0.433 -0.574
-0.051 0.083  -0.357 -0.176
-0.316 -0.034  -0.443 -0.374
-0.465 -0.161  -0.557 -0.453
-0.198 -0.087  -0.489 -0.259
-0.064 0.081  -0.344 -0.176
-0.670 -0.206  -0.637 -0.580
-0.420 0.043  -0.333 -0.492
-0.173 -0.161  -0.565 -0.227
-0.270 0.112  -0.290 -0.357
-0.630 -0.074  -0.489 -0.621
-0.482 -0.044  -0.460 -0.512
-0.204 0.072  -0.344 -0.302
-0.650 -0.006  -0.403 -0.687
-0.732 -0.083  -0.512 -0.730
-0.419 0.040  -0.334 -0.485
-0.690 0.008  -0.396 -0.767
-0.328 0.038  -0.351 -0.408
-0.551 -0.051  -0.433 -0.584
-0.089 0.114  -0.310 -0.202
-0.276 -0.261  -0.663 -0.273
-0.592 0.011  -0.390 -0.660
-0.397 -0.003  -0.407 -0.453
-0.634 0.086  -0.321 -0.709
-0.112 -0.029  -0.460 -0.198
-0.514 -0.163  -0.583 -0.477
-0.482 -0.129  -0.541 -0.472
-0.485 -0.161  -0.558 -0.466
-0.290 -0.087  -0.502 -0.334
-0.238 -0.192  -0.580 -0.290
-0.229 -0.041  -0.456 -0.288
-0.117 -0.044  -0.456 -0.209
-0.434 -0.212  -0.615 -0.402
-0.202 0.104  -0.290 -0.307
-0.103 -0.043  -0.477 -0.198
-0.075 -0.130  -0.563 -0.170
-0.158 0.097  -0.299 -0.259
-0.118 -0.041  -0.457 -0.207
-0.436 0.003  -0.393 -0.486
-0.253 -0.293  -0.689 -0.258
-0.160 -0.127  -0.523 -0.236
-0.549 0.044  -0.360 -0.611
-0.407 -0.333  -0.730 -0.322
-0.239 -0.046  -0.463 -0.288
-0.589 -0.161  -0.568 -0.563
-0.081 -0.170  -0.578 -0.167
-0.439 -0.126  -0.540 -0.446
-0.130 -0.170  -0.580 -0.199
-0.488 -0.086  -0.483 -0.502
-0.275 -0.295  -0.696 -0.268
-0.522 0.044  -0.336 -0.612
-0.437 -0.239  -0.621 -0.391
-0.380 -0.043  -0.457 -0.410
-0.578 -0.126  -0.535 -0.571
-0.049 0.083  -0.350 -0.179
-0.669 0.009  -0.382 -0.746
-0.393 -0.201  -0.584 -0.387
-0.347 0.038  -0.370 -0.410
-0.051 -0.161  -0.563 -0.155
-0.244 0.035  -0.368 -0.328
-0.703 -0.253  -0.692 -0.574
-0.091 -0.170  -0.586 -0.186
-0.242 -0.043  -0.468 -0.313
-0.709 0.000  -0.396 -0.772
-0.741 -0.170  -0.612 -0.672
-0.732 -0.129  -0.565 -0.703
-0.609 -0.129  -0.554 -0.584
-0.485 0.037  -0.360 -0.548
-0.207 0.043  -0.350 -0.311
-0.270 0.083  -0.316 -0.353
-0.465 0.097  -0.270 -0.580
-0.528 0.014  -0.377 -0.600
-0.652 -0.170  -0.591 -0.611
-0.054 -0.044  -0.463 -0.160
-0.511 0.034  -0.342 -0.597
-0.287 -0.244  -0.635 -0.302
-0.387 -0.129  -0.514 -0.393
-0.620 0.006  -0.379 -0.672
-0.572 -0.044  -0.445 -0.603
-0.054 -0.212  -0.632 -0.158
-0.692 -0.241  -0.667 -0.595
-0.500 -0.161  -0.572 -0.477
-0.701 -0.044  -0.474 -0.726
-0.621 -0.313  -0.716 -0.500
-0.298 0.005  -0.385 -0.390
-0.742 -0.161  -0.592 -0.689
-0.621 -0.170  -0.592 -0.568
-0.693 -0.201  -0.614 -0.635
-0.172 0.035  -0.373 -0.265
-0.334 -0.089  -0.489 -0.368
-0.318 -0.048  -0.449 -0.359
-0.356 -0.141  -0.557 -0.364
-0.061 -0.252  -0.666 -0.152
-0.695 0.031  -0.383 -0.772
-0.302 -0.202  -0.591 -0.324
-0.334 -0.130  -0.546 -0.367
-0.414 -0.044  -0.456 -0.451
-0.275 0.095  -0.310 -0.376
-0.724 -0.192  -0.621 -0.661
-0.094 0.101  -0.324 -0.210
-0.077 -0.080  -0.489 -0.179
-0.324 -0.078  -0.494 -0.371
-0.114 0.072  -0.356 -0.233
-0.166 -0.293  -0.676 -0.209
-0.632 -0.081  -0.508 -0.632
-0.649 -0.244  -0.666 -0.549
-0.282 0.074  -0.322 -0.374
-0.561 -0.195  -0.603 -0.526
-0.330 -0.087  -0.492 -0.377
-0.262 -0.202  -0.601 -0.293
-0.710 -0.083  -0.523 -0.703
-0.710 -0.285  -0.716 -0.558
-0.675 -0.046  -0.482 -0.678
-0.239 -0.048  -0.445 -0.298
-0.397 -0.127  -0.511 -0.413
-0.499 0.034  -0.376 -0.546
-0.669 -0.021  -0.433 -0.710
-0.615 0.155  -0.249 -0.744
-0.202 -0.193  -0.603 -0.235
-0.495 0.078  -0.305 -0.575
-0.264 -0.328  -0.730 -0.264
-0.186 -0.242  -0.646 -0.233
-0.459 -0.044  -0.440 -0.492
-0.588 0.091  -0.276 -0.695
-0.568 -0.235  -0.635 -0.495
-0.282 0.124  -0.272 -0.374
-0.436 -0.318  -0.712 -0.359
-0.123 -0.043  -0.476 -0.206
-0.117 -0.124  -0.532 -0.204
-0.284 0.089  -0.304 -0.365
-0.241 0.046  -0.374 -0.330
-0.241 -0.241  -0.647 -0.259
-0.640 0.091  -0.285 -0.762
-0.650 -0.032  -0.466 -0.655
-0.526 0.117  -0.255 -0.618
-0.529 -0.081  -0.502 -0.526
-0.423 -0.086  -0.477 -0.434
-0.439 -0.164  -0.546 -0.426
-0.235 0.104  -0.295 -0.324
-0.393 -0.126  -0.523 -0.417
-0.193 -0.210  -0.615 -0.236
-0.337 -0.282  -0.680 -0.330
-0.178 -0.005  -0.423 -0.256
-0.342 0.035  -0.371 -0.399
-0.290 -0.161  -0.545 -0.331
-0.630 0.083  -0.285 -0.729
-0.649 -0.195  -0.612 -0.597
-0.440 -0.087  -0.491 -0.439
-0.482 0.034  -0.370 -0.551
-0.514 0.069  -0.318 -0.586
-0.738 -0.035  -0.457 -0.770
-0.538 0.043  -0.337 -0.612
-0.485 -0.003  -0.419 -0.514
-0.153 0.080  -0.324 -0.256
-0.592 -0.037  -0.434 -0.641
-0.525 -0.127  -0.535 -0.500
-0.124 -0.192  -0.594 -0.195
-0.393 0.005  -0.387 -0.437
-0.437 -0.006  -0.407 -0.472
-0.505 -0.006  -0.414 -0.540
-0.121 0.112  -0.301 -0.222
-0.554 -0.072  -0.474 -0.571
-0.732 -0.075  -0.476 -0.735
-0.212 -0.288  -0.683 -0.232
-0.512 -0.129  -0.535 -0.512
-0.268 -0.242  -0.634 -0.276
-0.327 0.103  -0.272 -0.422
-0.525 -0.114  -0.522 -0.528
-0.173 -0.245  -0.644 -0.216
-0.141 0.092  -0.310 -0.249
-0.681 -0.071  -0.463 -0.692
-0.451 0.097  -0.313 -0.520
-0.566 0.008  -0.408 -0.611
-0.442 -0.044  -0.439 -0.472
-0.518 -0.213  -0.615 -0.472
-0.063 -0.324  -0.709 -0.153
-0.644 0.072  -0.337 -0.716
-0.571 -0.126  -0.522 -0.552
-0.479 -0.081  -0.468 -0.488
-0.250 -0.127  -0.548 -0.282
-0.063 0.074  -0.383 -0.161
-0.276 0.126  -0.291 -0.360
-0.632 0.041  -0.362 -0.707
-0.640 -0.130  -0.535 -0.629
-0.695 -0.207  -0.643 -0.601
-0.407 0.104  -0.282 -0.479
-0.411 -0.212  -0.614 -0.388
-0.293 -0.295  -0.710 -0.267
-0.413 -0.021  -0.442 -0.449
-0.048 0.155  -0.301 -0.181
-0.334 -0.124  -0.554 -0.158
-0.724 0.032  -0.400 -0.769
-0.405 -0.008  -0.420 -0.437
-0.518 -0.166  -0.588 -0.492
-0.440 -0.008  -0.426 -0.492
-0.692 0.072  -0.354 -0.769
-0.370 -0.245  -0.650 -0.334
-0.538 -0.175  -0.575 -0.499
-0.448 0.046  -0.345 -0.503
-0.732 0.031  -0.407 -0.784
-0.661 0.072  -0.334 -0.758
-0.486 -0.242  -0.647 -0.423
-0.252 -0.215  -0.609 -0.285
-0.554 -0.011  -0.437 -0.581
-0.158 -0.256  -0.663 -0.204
-0.314 0.032  -0.383 -0.383
-0.666 -0.244  -0.678 -0.545
-0.436 0.043  -0.362 -0.511
-0.094 -0.091  -0.522 -0.193
-0.163 -0.328  -0.736 -0.206
-0.577 -0.060  -0.477 -0.601
-0.239 0.034  -0.377 -0.321
-0.632 -0.009  -0.426 -0.680
-0.391 -0.049  -0.460 -0.428
-0.092 -0.166  -0.588 -0.176
-0.233 -0.216  -0.637 -0.253
-0.074 0.075  -0.359 -0.190
-0.701 0.040  -0.373 -0.790
-0.403 -0.267  -0.672 -0.364
-0.657 -0.285  -0.727 -0.529
-0.327 -0.169  -0.583 -0.348
-0.126 -0.054  -0.497 -0.207
-0.669 -0.166  -0.620 -0.614
-0.196 -0.127  -0.534 -0.264
-0.074 -0.084  -0.518 -0.172
-0.554 -0.126  -0.531 -0.541
-0.480 0.072  -0.314 -0.546
-0.391 0.084  -0.314 -0.469
-0.693 -0.008  -0.451 -0.723
-0.442 0.002  -0.396 -0.495
-0.199 -0.262  -0.686 -0.222
-0.638 -0.176  -0.606 -0.609
-0.193 0.038  -0.391 -0.290
-0.512 -0.081  -0.508 -0.531
-0.391 -0.241  -0.647 -0.357
-0.617 0.106  -0.299 -0.726
-0.252 -0.207  -0.606 -0.275
-0.672 -0.199  -0.641 -0.607
-0.325 0.114  -0.276 -0.433
-0.543 -0.207  -0.634 -0.495
-0.339 -0.089  -0.534 -0.158
-0.100 -0.169  -0.607 -0.193
-0.196 0.114  -0.328 -0.301
-0.549 0.072  -0.328 -0.626
-0.617 -0.247  -0.664 -0.518
-0.554 0.126  -0.268 -0.647
-0.557 -0.258  -0.649 -0.485
-0.313 -0.078  -0.459 -0.377
-0.259 -0.152  -0.551 -0.310
-0.117 -0.083  -0.502 -0.202
-0.163 -0.008  -0.416 -0.268
-0.580 -0.236  -0.634 -0.511
-0.210 -0.086  -0.485 -0.287
-0.709 -0.276  -0.698 -0.574
-0.173 0.032  -0.377 -0.258
-0.561 -0.118  -0.532 -0.560
-0.290 -0.006  -0.403 -0.374
-0.560 0.117  -0.268 -0.678
-0.606 -0.206  -0.606 -0.566
-0.437 -0.204  -0.606 -0.414
-0.258 -0.253  -0.649 -0.278
-0.167 -0.008  -0.403 -0.262
-0.144 0.029  -0.379 -0.244
-0.667 -0.155  -0.581 -0.627
-0.483 0.117  -0.267 -0.591
-0.603 0.127  -0.259 -0.706
-0.092 0.052  -0.371 -0.216
-0.416 -0.087  -0.485 -0.454
-0.601 0.043  -0.336 -0.693
-0.032 0.155  -0.290 -0.161
-0.368 -0.334  -0.715 -0.321
-0.333 0.083  -0.287 -0.430
-0.601 -0.035  -0.431 -0.632
-0.225 -0.196  -0.592 -0.259
-0.558 -0.204  -0.612 -0.502
-0.370 -0.163  -0.552 -0.376
-0.607 -0.202  -0.617 -0.558
-0.370 -0.006  -0.413 -0.423
-0.103 -0.029  -0.426 -0.202
-0.442 -0.196  -0.597 -0.410
-0.394 -0.163  -0.540 -0.411
-0.489 -0.244  -0.627 -0.445
-0.304 -0.048  -0.428 -0.368
-0.643 -0.046  -0.471 -0.680
-0.199 0.009  -0.379 -0.275
-0.238 -0.046  -0.436 -0.304
-0.707 0.008  -0.383 -0.782
-0.054 -0.037  -0.460 -0.163
-0.281 0.057  -0.325 -0.376
-0.155 -0.316  -0.695 -0.218
-0.703 -0.163  -0.584 -0.664
-0.170 -0.006  -0.426 -0.249
-0.198 -0.316  -0.699 -0.235
-0.327 -0.244  -0.634 -0.321
-0.600 0.041  -0.342 -0.696
-0.247 -0.193  -0.568 -0.287
-0.140 0.158  -0.255 -0.245
-0.399 -0.069  -0.448 -0.453
-0.388 -0.163  -0.546 -0.388
-0.726 -0.163  -0.601 -0.653
-0.663 -0.127  -0.537 -0.653
-0.520 -0.328  -0.703 -0.413
-0.428 -0.086  -0.492 -0.446
-0.661 -0.038  -0.442 -0.701
-0.692 -0.195  -0.603 -0.627
-0.569 -0.284  -0.666 -0.479
-0.692 0.078  -0.319 -0.788
-0.701 0.049  -0.362 -0.787
-0.370 -0.198  -0.571 -0.359
-0.453 -0.006  -0.405 -0.482
-0.703 -0.160  -0.583 -0.650
-0.288 -0.160  -0.549 -0.318
-0.155 0.118  -0.291 -0.255
-0.314 -0.195  -0.578 -0.328
-0.634 -0.009  -0.430 -0.647
-0.541 -0.034  -0.448 -0.566
-0.209 -0.037  -0.454 -0.276
-0.514 0.031  -0.373 -0.566
-0.284 -0.275  -0.649 -0.284
-0.245 -0.124  -0.538 -0.282
-0.666 -0.242  -0.652 -0.571
-0.132 0.166  -0.256 -0.239
-0.379 -0.344  -0.713 -0.327
-0.175 0.074  -0.324 -0.262
-0.638 -0.032  -0.431 -0.690
-0.693 -0.075  -0.477 -0.695
-0.051 0.011  -0.414 -0.172
-0.144 -0.316  -0.695 -0.186
-0.193 0.126  -0.267 -0.305
-0.460 0.089  -0.302 -0.545
-0.477 -0.235  -0.643 -0.422
-0.252 0.155  -0.255 -0.341
-0.397 0.086  -0.298 -0.480
-0.040 -0.038  -0.457 -0.146
-0.477 -0.181  -0.606 -0.451
-0.676 -0.015  -0.426 -0.747
-0.449 0.077  -0.328 -0.528
-0.063 0.121  -0.328 -0.170
-0.187 -0.195  -0.612 -0.225
-0.064 0.155  -0.296 -0.176
-0.087 0.084  -0.356 -0.192
-0.419 -0.287  -0.690 -0.344
-0.609 -0.086  -0.502 -0.589
-0.281 0.031  -0.390 -0.357
-0.630 -0.037  -0.460 -0.640
-0.606 -0.037  -0.466 -0.615
-0.067 -0.089  -0.517 -0.163
-0.184 -0.109  -0.518 -0.252
-0.360 -0.049  -0.453 -0.394
-0.537 -0.210  -0.634 -0.482
-0.561 -0.282  -0.692 -0.462
-0.084 -0.087  -0.528 -0.172
-0.549 -0.204  -0.614 -0.492
-0.609 0.040  -0.351 -0.678
-0.661 -0.031  -0.426 -0.719
-0.566 -0.209  -0.630 -0.494
-0.044 0.155  -0.288 -0.163
-0.554 0.123  -0.258 -0.666
-0.206 0.046  -0.370 -0.301
-0.460 -0.091  -0.509 -0.479
-0.100 0.003  -0.422 -0.201
-0.101 -0.021  -0.439 -0.201
-0.572 0.000  -0.396 -0.641
-0.641 -0.035  -0.457 -0.655
-0.400 -0.204  -0.620 -0.370
-0.692 0.040  -0.387 -0.776
-0.580 -0.032  -0.440 -0.615
-0.440 -0.167  -0.569 -0.417
-0.245 0.117  -0.287 -0.341
-0.673 0.124  -0.270 -0.782
-0.081 0.006  -0.423 -0.183
-0.552 -0.025  -0.420 -0.592
-0.678 -0.089  -0.514 -0.670
-0.201 -0.083  -0.502 -0.258
-0.667 -0.080  -0.485 -0.667
-0.414 0.084  -0.333 -0.491
-0.618 -0.080  -0.483 -0.618
-0.463 0.084  -0.299 -0.548
-0.578 -0.043  -0.472 -0.589
-0.649 -0.169  -0.601 -0.581
-0.485 -0.046  -0.472 -0.508
-0.285 -0.077  -0.502 -0.331
-0.299 0.117  -0.279 -0.399
-0.368 -0.080  -0.499 -0.383
-0.733 -0.002  -0.417 -0.770
-0.083 -0.318  -0.729 -0.158
-0.495 -0.163  -0.577 -0.483
-0.253 -0.127  -0.555 -0.290
-0.354 0.117  -0.299 -0.434
-0.422 0.084  -0.299 -0.503
-0.618 -0.080  -0.499 -0.612
-0.649 -0.071  -0.492 -0.652
-0.397 -0.199  -0.614 -0.371
-0.730 -0.163  -0.597 -0.657
-0.322 -0.020  -0.434 -0.382
-0.500 -0.124  -0.546 -0.492
-0.637 0.140  -0.258 -0.741
-0.632 -0.023  -0.416 -0.680
-0.410 -0.328  -0.726 -0.328
-0.569 -0.091  -0.523 -0.546
-0.486 -0.048  -0.474 -0.497
-0.245 0.035  -0.391 -0.334
-0.666 -0.163  -0.603 -0.600
-0.172 0.086  -0.325 -0.278
-0.087 -0.025  -0.445 -0.192
-0.479 0.074  -0.327 -0.561
-0.172 -0.080  -0.508 -0.239
-0.273 -0.273  -0.669 -0.268
-0.436 0.044  -0.345 -0.495
-0.719 0.035  -0.370 -0.784
-0.690 0.048  -0.353 -0.765
-0.334 0.084  -0.337 -0.423
-0.523 0.084  -0.293 -0.606
-0.465 -0.046  -0.460 -0.480
-0.169 -0.046  -0.472 -0.258
-0.199 0.133  -0.299 -0.299
-0.149 0.011  -0.413 -0.242
-0.476 -0.120  -0.531 -0.485
-0.333 -0.285  -0.689 -0.296
-0.345 -0.012  -0.402 -0.416
-0.193 -0.040  -0.471 -0.270
-0.491 0.077  -0.337 -0.563
-0.538 -0.043  -0.472 -0.543
-0.638 0.114  -0.296 -0.730
-0.410 -0.080  -0.502 -0.414
-0.204 -0.225  -0.623 -0.239
-0.603 -0.169  -0.600 -0.548
-0.566 -0.242  -0.663 -0.485
-0.526 -0.087  -0.511 -0.515
-0.400 -0.242  -0.647 -0.367
-0.692 0.000  -0.423 -0.730
-0.083 -0.014  -0.445 -0.176
-0.117 0.124  -0.313 -0.216
-0.517 -0.206  -0.600 -0.486
-0.557 0.124  -0.256 -0.649
-0.534 -0.046  -0.463 -0.574
-0.486 0.084  -0.314 -0.574
-0.133 -0.155  -0.565 -0.218
-0.512 0.084  -0.305 -0.615
-0.081 -0.225  -0.641 -0.164
-0.683 -0.163  -0.597 -0.640
-0.649 -0.163  -0.588 -0.598
-0.650 -0.163  -0.584 -0.617
-0.554 -0.002  -0.408 -0.595
-0.428 -0.048  -0.459 -0.456
-0.437 -0.029  -0.423 -0.468
-0.508 -0.002  -0.403 -0.546
-0.241 -0.204  -0.626 -0.252
-0.595 -0.124  -0.532 -0.588
-0.538 0.075  -0.327 -0.621
-0.345 -0.206  -0.618 -0.333
-0.661 -0.043  -0.462 -0.693
-0.606 -0.038  -0.459 -0.647
-0.664 -0.236  -0.663 -0.578
-0.620 -0.087  -0.525 -0.621
-0.569 0.000  -0.411 -0.621
-0.479 -0.273  -0.681 -0.407
-0.486 -0.124  -0.535 -0.489
-0.405 0.077  -0.331 -0.469
-0.566 0.124  -0.282 -0.655
-0.284 -0.207  -0.607 -0.302
-0.083 0.166  -0.264 -0.206
-0.699 -0.170  -0.609 -0.624
-0.086 0.044  -0.385 -0.198
-0.554 -0.038  -0.440 -0.571
-0.523 0.117  -0.270 -0.632
-0.485 -0.318  -0.726 -0.368
-0.379 -0.048  -0.453 -0.414
-0.132 -0.305  -0.704 -0.195
-0.396 0.057  -0.337 -0.485
-0.170 0.000  -0.428 -0.253
-0.566 0.040  -0.350 -0.650
-0.054 -0.163  -0.598 -0.155
-0.551 -0.325  -0.721 -0.445
-0.680 -0.011  -0.436 -0.735
-0.052 -0.123  -0.554 -0.153
-0.561 -0.247  -0.663 -0.488
-0.175 0.117  -0.313 -0.279
-0.034 0.008  -0.425 -0.155
-0.163 0.123  -0.310 -0.276
-0.581 0.123  -0.281 -0.687
-0.132 0.011  -0.411 -0.225
-0.512 -0.121  -0.517 -0.497
-0.726 -0.170  -0.620 -0.643
-0.635 -0.040  -0.442 -0.681
-0.040 -0.034  -0.471 -0.149
-0.489 -0.121  -0.548 -0.472
-0.282 0.035  -0.368 -0.368
-0.474 -0.325  -0.727 -0.364
-0.051 -0.124  -0.545 -0.163
-0.078 -0.130  -0.546 -0.172
-0.360 -0.293  -0.692 -0.318
-0.298 0.044  -0.364 -0.359
-0.144 -0.038  -0.471 -0.230
-0.241 -0.285  -0.699 -0.253
-0.327 -0.244  -0.655 -0.322
-0.517 -0.087  -0.511 -0.505
-0.337 -0.048  -0.472 -0.393
-0.535 -0.077  -0.508 -0.537
-0.706 -0.040  -0.451 -0.746
-0.523 -0.031  -0.422 -0.578
-0.037 0.084  -0.371 -0.150
-0.468 -0.195  -0.600 -0.446
-0.161 0.021  -0.416 -0.239
-0.603 -0.091  -0.522 -0.594
-0.364 -0.037  -0.431 -0.423
-0.440 -0.190  -0.598 -0.420
-0.693 -0.202  -0.638 -0.623
-0.647 0.034  -0.373 -0.721
-0.443 -0.318  -0.707 -0.356
-0.565 -0.048  -0.446 -0.589
-0.164 -0.121  -0.546 -0.242
-0.591 -0.089  -0.506 -0.601
-0.314 0.084  -0.308 -0.408
-0.621 -0.206  -0.632 -0.557
-0.607 -0.284  -0.695 -0.502
-0.560 -0.046  -0.465 -0.574
-0.249 -0.038  -0.445 -0.318
-0.554 -0.038  -0.445 -0.591
-0.041 -0.153  -0.577 -0.143
-0.250 0.137  -0.264 -0.351
-0.540 0.043  -0.357 -0.611
-0.456 -0.080  -0.483 -0.474
-0.568 -0.167  -0.588 -0.532
-0.221 0.156  -0.253 -0.328
-0.035 0.084  -0.356 -0.167
-0.032 0.124  -0.324 -0.169
-0.084 -0.213  -0.630 -0.172
-0.462 -0.284  -0.678 -0.399
-0.657 -0.293  -0.707 -0.515
-0.313 -0.190  -0.591 -0.310
-0.710 0.078  -0.344 -0.790
-0.558 0.067  -0.345 -0.621
-0.388 0.005  -0.391 -0.442
-0.258 0.084  -0.344 -0.357
-0.512 -0.267  -0.649 -0.439
-0.221 0.117  -0.299 -0.325
-0.476 -0.091  -0.500 -0.488
-0.678 -0.204  -0.627 -0.615
-0.284 0.155  -0.267 -0.393
-0.669 -0.195  -0.623 -0.606
-0.488 -0.293  -0.693 -0.393
-0.374 -0.175  -0.557 -0.377
-0.313 0.155  -0.253 -0.414
-0.620 -0.080  -0.488 -0.638
-0.341 0.075  -0.336 -0.402
-0.703 0.006  -0.405 -0.750
-0.199 0.161  -0.253 -0.301
-0.215 0.052  -0.354 -0.299
-0.641 -0.120  -0.522 -0.640
-0.663 0.124  -0.270 -0.778
-0.537 -0.235  -0.637 -0.474
-0.051 -0.080  -0.517 -0.156
-0.555 -0.080  -0.492 -0.558
-0.523 -0.321  -0.713 -0.407
-0.118 0.124  -0.311 -0.221
-0.219 -0.209  -0.617 -0.252
-0.523 -0.046  -0.456 -0.568
-0.502 0.075  -0.327 -0.580
-0.459 -0.356  -0.736 -0.345
-0.299 0.117  -0.291 -0.391
-0.581 -0.155  -0.557 -0.552
-0.477 -0.314  -0.706 -0.394
-0.132 0.078  -0.362 -0.225
-0.672 -0.032  -0.437 -0.706
-0.581 0.006  -0.383 -0.640
-0.568 -0.195  -0.615 -0.512
-0.402 0.115  -0.290 -0.499
-0.692 0.083  -0.302 -0.798
-0.693 -0.195  -0.604 -0.632
-0.123 -0.202  -0.603 -0.192
-0.302 0.117  -0.288 -0.393
-0.436 0.402  0.060 -0.604
-0.344 0.249  -0.115 -0.460
-0.253 0.127  -0.242 -0.351
-0.558 0.405  0.097 -0.770
-0.110 0.405  0.011 -0.232
-0.368 0.167  -0.202 -0.465
-0.115 0.169  -0.242 -0.241
-0.434 0.365  0.043 -0.583
-0.146 0.288  -0.104 -0.284
-0.104 0.442  0.044 -0.250
-0.571 0.250  -0.077 -0.730
-0.509 0.284  -0.057 -0.652
-0.192 0.322  -0.048 -0.341
-0.374 0.403  0.077 -0.540
-0.385 0.443  0.084 -0.549
-0.252 0.364  0.012 -0.397
-0.298 0.364  -0.008 -0.423
-0.109 0.364  -0.029 -0.252
-0.299 0.403  0.058 -0.451
-0.023 0.199  -0.230 -0.149
-0.342 0.325  -0.035 -0.495
0.017 0.282  -0.164 -0.117
-0.225 0.127  -0.278 -0.330
-0.308 0.127  -0.267 -0.417
-0.078 0.167  -0.239 -0.195
-0.287 0.284  -0.098 -0.402
-0.313 0.287  -0.067 -0.439
